,loss,accuracy,f2,auc,val_loss,val_accuracy,val_f2,val_auc,lr
0,1.1192501783370972,0.5790285468101501,0.6197804808616638,0.6133500337600708,0.9334624409675598,0.7717041969299316,0.2807043790817261,0.7441123127937317,0.001
1,0.8282479047775269,0.7101002335548401,0.6854760646820068,0.771830677986145,0.730539083480835,0.7974276542663574,0.2987283766269684,0.7617753744125366,0.001
2,0.681350827217102,0.7586738467216492,0.7349356412887573,0.8267611265182495,0.6251644492149353,0.7845659255981445,0.3155304789543152,0.771588146686554,0.001
3,0.5946915745735168,0.7862374782562256,0.7649095058441162,0.8560517430305481,0.562312126159668,0.7877813577651978,0.30530890822410583,0.7767964601516724,0.001
4,0.5565438270568848,0.7848882079124451,0.7732660174369812,0.861781120300293,0.5531395673751831,0.7845659255981445,0.32141467928886414,0.7836654782295227,0.001
5,0.5321763753890991,0.7951040863990784,0.7892710566520691,0.869770348072052,0.5181704759597778,0.7974276542663574,0.32301101088523865,0.7825332283973694,0.001
6,0.5191889405250549,0.7991518974304199,0.7983422875404358,0.8723973631858826,0.4904029667377472,0.8038585186004639,0.3431006669998169,0.7874395847320557,0.001
7,0.5038661360740662,0.8076329827308655,0.8150181174278259,0.8814542889595032,0.5814905762672424,0.7684887647628784,0.3384666442871094,0.7903079390525818,0.001
8,0.4899551272392273,0.8164995908737183,0.8250360488891602,0.886074423789978,0.5125896334648132,0.790996789932251,0.3341468572616577,0.7947614789009094,0.001
9,0.49065014719963074,0.8170778751373291,0.832760214805603,0.8868210911750793,0.521138608455658,0.790996789932251,0.33525538444519043,0.79347825050354,0.001
10,0.4798971712589264,0.8217039108276367,0.8318074941635132,0.8900773525238037,0.4843946397304535,0.8006430864334106,0.3407742381095886,0.7997433543205261,0.00080000004
11,0.4714653789997101,0.8294140100479126,0.845382571220398,0.8962846398353577,0.4869759678840637,0.7942122220993042,0.33525538444519043,0.7992148995399475,0.00080000004
12,0.46499645709991455,0.8365458846092224,0.8497271537780762,0.8998795747756958,0.5162074565887451,0.7845659255981445,0.3343362510204315,0.7825332880020142,0.00080000004
13,0.45780542492866516,0.8375096321105957,0.8582799434661865,0.904228925704956,0.48488909006118774,0.8038585186004639,0.34310024976730347,0.7881944179534912,0.00064000004
14,0.46168187260627747,0.836738646030426,0.8539233207702637,0.8998703956604004,0.5024221539497375,0.7877813577651978,0.3381241261959076,0.786156415939331,0.00064000004
15,0.4478360116481781,0.8471472859382629,0.8696886301040649,0.9102411866188049,0.48912593722343445,0.8006430864334106,0.34630540013313293,0.7832125425338745,0.00064000004
16,0.44462260603904724,0.843292236328125,0.8601552844047546,0.909910261631012,0.5085961222648621,0.7845659255981445,0.33630993962287903,0.7825331687927246,0.00064000004
17,0.43843379616737366,0.8515805602073669,0.8790279626846313,0.9121054410934448,0.4582456350326538,0.8102893829345703,0.3383120894432068,0.7844957709312439,0.00064000004
18,0.4385184347629547,0.8469545245170593,0.8714069128036499,0.9124190807342529,0.48466455936431885,0.8263665437698364,0.358797162771225,0.7862318754196167,0.00064000004
19,0.4359239935874939,0.8467617630958557,0.8702608346939087,0.9138314723968506,0.46150997281074524,0.81993567943573,0.3383120894432068,0.7867602109909058,0.00064000004
20,0.42791080474853516,0.8511950373649597,0.8698661923408508,0.9163860082626343,0.4854786992073059,0.7942122220993042,0.3332921266555786,0.7844957709312439,0.00064000004
21,0.42678746581077576,0.85042405128479,0.8695081472396851,0.9175968170166016,0.5059089064598083,0.790996789932251,0.345386266708374,0.7898550033569336,0.00064000004
22,0.41717106103897095,0.8600617051124573,0.8893840909004211,0.9230776429176331,0.4744300842285156,0.8070739507675171,0.33603936433792114,0.7843447923660278,0.00051200006
23,0.4159710109233856,0.8627601861953735,0.8849115371704102,0.9236828088760376,0.44817864894866943,0.8231511116027832,0.34462934732437134,0.785024106502533,0.00051200006
24,0.4125036895275116,0.8656514883041382,0.8921082615852356,0.9249533414840698,0.47958269715309143,0.8070739507675171,0.3414374887943268,0.7732487320899963,0.00051200006
25,0.41155558824539185,0.867964506149292,0.8955156803131104,0.9227975606918335,0.47706368565559387,0.8070739507675171,0.3442152440547943,0.7770984172821045,0.00040960003
26,0.4108593463897705,0.8712413311004639,0.9018009901046753,0.9245230555534363,0.4622402489185333,0.8102893829345703,0.3233819603919983,0.7724184393882751,0.00040960003
27,0.4077702462673187,0.8681572675704956,0.8969050645828247,0.9249223470687866,0.4705308675765991,0.8167202472686768,0.30520009994506836,0.7749848961830139,0.00040960003
28,0.39940154552459717,0.8733615875244141,0.9024804830551147,0.9290140867233276,0.4521888196468353,0.8231511116027832,0.3097988963127136,0.7733243107795715,0.00032768003
